-0.785398,-2.18166,0
-0.785404,-2.18168,0
-0.785416,-2.1817,-0.000226
-0.785426,-2.18173,-0.000861
-0.785437,-2.18174,-0.001865
-0.785451,-2.18176,-0.003158
-0.785469,-2.18177,-0.004634
-0.785469,-2.18177,-0.004634
-0.785493,-2.18178,-0.006262
-0.785573,-2.18178,-0.009794
-0.785633,-2.18177,-0.011616
-0.785633,-2.18177,-0.011616
-0.785808,-2.18173,-0.015211
-0.785928,-2.1817,-0.016957
-0.785928,-2.1817,-0.016957
-0.78624,-2.18163,-0.020265
-0.786438,-2.18158,-0.021815
-0.786666,-2.18152,-0.023285
-0.786924,-2.18145,-0.024672
-0.787215,-2.18138,-0.025975
-0.787539,-2.1813,-0.027193
-0.787897,-2.18122,-0.028328
-0.788291,-2.18112,-0.029379
-0.788291,-2.18112,-0.029379
-0.789185,-2.18091,-0.031237
-0.789687,-2.1808,-0.032047
-0.790226,-2.18067,-0.032783
-0.790801,-2.18054,-0.033446
-0.791412,-2.1804,-0.034039
-0.792058,-2.18026,-0.034566
-0.79274,-2.18011,-0.03503
-0.793456,-2.17996,-0.035434
-0.794206,-2.17979,-0.03578
-0.794989,-2.17962,-0.036071
-0.795804,-2.17945,-0.036312
-0.79665,-2.17927,-0.036503
-0.797525,-2.17908,-0.036649
-0.798429,-2.17889,-0.036752
-0.799361,-2.17869,-0.036815
-0.800318,-2.17849,-0.03684
-0.800318,-2.17849,-0.03684
-0.802306,-2.17808,-0.036784
-0.803333,-2.17786,-0.036708
-0.804381,-2.17765,-0.036603
-0.805448,-2.17742,-0.036471
-0.806532,-2.1772,-0.036315
-0.807631,-2.17697,-0.036136
-0.808744,-2.17674,-0.035936
-0.80987,-2.17651,-0.035716
-0.811006,-2.17627,-0.035478
-0.812151,-2.17603,-0.035224
-0.813305,-2.17579,-0.034954
-0.814464,-2.17555,-0.034671
-0.815628,-2.17531,-0.034375
-0.816794,-2.17506,-0.034068
-0.817962,-2.17482,-0.03375
-0.819131,-2.17458,-0.033423
-0.820297,-2.17433,-0.033087
-0.821461,-2.17409,-0.032744
-0.82262,-2.17385,-0.032393
-0.823774,-2.1736,-0.032037
-0.824921,-2.17336,-0.031675
-0.826059,-2.17312,-0.031308
-0.827188,-2.17288,-0.030937
-0.828306,-2.17265,-0.030563
-0.829412,-2.17241,-0.030185
-0.830505,-2.17218,-0.029805
-0.830505,-2.17218,-0.029805
-0.832647,-2.17173,-0.029037
-0.833695,-2.17151,-0.028651
-0.834724,-2.17129,-0.028263
-0.835736,-2.17108,-0.027874
-0.836729,-2.17087,-0.027484
-0.837702,-2.17066,-0.027094
-0.838654,-2.17046,-0.026704
-0.838654,-2.17046,-0.026704
-0.840492,-2.17008,-0.025923
-0.841377,-2.16989,-0.025533
-0.842239,-2.16971,-0.025143
-0.843076,-2.16954,-0.024754
-0.843889,-2.16937,-0.024366
-0.844677,-2.16921,-0.023978
-0.845439,-2.16906,-0.023591
-0.846174,-2.16891,-0.023205
-0.846883,-2.16877,-0.022819
-0.847566,-2.16864,-0.022435
-0.848221,-2.16851,-0.022052
-0.848849,-2.16839,-0.02167
-0.849448,-2.16828,-0.021289
-0.85002,-2.16818,-0.020909
-0.850564,-2.16808,-0.020531
