0.286731,-5.24738e-12,0.612709,0.6,0.3,0.5,2.19508e-12,-0,-1.26733e-12
0.286746,1.47619e-05,0.612704,0.6,0.3,0.5,-2.38728e-07,9.39804e-14,1.37829e-07
0.286793,5.99001e-05,0.612687,0.6,0.3,0.5,9.42906e-07,8.96339e-13,-5.44387e-07
0.28687,0.000133731,0.61266,0.6,0.3,0.5,3.43753e-06,1.02485e-11,-1.98466e-06
0.286977,0.000236264,0.612621,0.6,0.3,0.5,9.8092e-06,8.54996e-11,-5.66336e-06
0.287114,0.000367114,0.612571,0.6,0.3,0.5,1.96077e-05,3.63329e-10,-1.13206e-05
0.287279,0.000525698,0.612512,0.6,0.3,0.5,3.60958e-05,1.2161e-09,-2.08402e-05
0.287473,0.000710948,0.612442,0.6,0.3,0.5,5.75331e-05,3.10306e-09,-3.32174e-05
0.287694,0.000922565,0.612363,0.6,0.3,0.5,8.69038e-05,7.00135e-09,-5.01755e-05
0.287942,0.00116132,0.612273,0.6,0.3,0.5,0.000124756,1.44088e-08,-7.20308e-05
0.288217,0.00142485,0.612174,0.6,0.3,0.5,0.000170509,2.69526e-08,-9.84494e-05
0.288519,0.00171385,0.612065,0.6,0.3,0.5,0.000226402,4.71547e-08,-0.000130723
0.288845,0.0020276,0.611946,0.6,0.3,0.5,0.00029132,7.8247e-08,-0.00016821
0.289197,0.00236577,0.611819,0.6,0.3,0.5,0.000367542,1.24096e-07,-0.000212227
0.289574,0.00272747,0.611682,0.6,0.3,0.5,0.000454181,1.894e-07,-0.000262262
0.289974,0.00311204,0.611537,0.6,0.3,0.5,0.000551608,2.79066e-07,-0.000318531
0.290398,0.00351993,0.611383,0.6,0.3,0.5,0.000660961,3.99928e-07,-0.000381691
0.290845,0.00395023,0.611221,0.6,0.3,0.5,0.000782402,5.59725e-07,-0.000451839
0.291315,0.00440225,0.611049,0.6,0.3,0.5,0.000916296,7.66093e-07,-0.000529187
0.291807,0.00487555,0.61087,0.6,0.3,0.5,0.0010617,1.02763e-06,-0.000613193
0.29232,0.00537042,0.610682,0.6,0.3,0.5,0.00122042,1.3562e-06,-0.000704896
0.292855,0.00588607,0.610487,0.6,0.3,0.5,0.00139256,1.76328e-06,-0.000804366
0.29341,0.00642178,0.610283,0.6,0.3,0.5,0.00157658,2.25851e-06,-0.000910716
0.293986,0.00697727,0.610072,0.6,0.3,0.5,0.00177383,2.8561e-06,-0.00102473
0.294581,0.00755209,0.609854,0.6,0.3,0.5,0.00198338,3.56961e-06,-0.00114586
0.295196,0.00814652,0.609627,0.6,0.3,0.5,0.00220834,4.41915e-06,-0.00127591
0.295829,0.00875917,0.609395,0.6,0.3,0.5,0.00244386,5.40964e-06,-0.00141209
