-1.39626,0,-2.18166
-1.39626,0,-2.18166
-1.39567,0,-2.18166
-1.39391,0,-2.18166
-1.39102,0,-2.18166
-1.38701,-0,-2.18166
-1.38193,-0,-2.18167
-1.37582,-0,-2.18167
-1.36874,-0,-2.18168
-1.36072,-0,-2.18168
-1.3518,-0,-2.18169
-1.34204,-0,-2.18171
-1.33146,-0,-2.18172
-1.3201,-1e-06,-2.18174
-1.308,-1e-06,-2.18176
-1.2952,-1e-06,-2.18178
-1.28173,-1e-06,-2.1818
-1.26762,-1e-06,-2.18183
-1.25291,-2e-06,-2.18185
-1.23762,-2e-06,-2.18188
-1.22179,-2e-06,-2.18191
-1.20544,-3e-06,-2.18194
-1.18861,-3e-06,-2.18197
-1.17132,-4e-06,-2.18201
-1.15359,-4e-06,-2.18204
-1.13546,-4e-06,-2.18208
-1.11694,-5e-06,-2.18212
-1.09806,-5e-06,-2.18215
-1.07884,-6e-06,-2.18219
-1.0593,-6e-06,-2.18223
-1.03947,-7e-06,-2.18227
-1.01937,-7e-06,-2.18231
-0.999013,-8e-06,-2.18235
-0.978418,-8e-06,-2.18238
-0.957605,-8e-06,-2.18242
-0.936593,-9e-06,-2.18246
-0.915398,-9e-06,-2.1825
-0.894036,-1e-05,-2.18253
-0.872523,-1e-05,-2.18257
-0.850874,-1e-05,-2.1826
-0.829104,-1e-05,-2.18264
-0.807227,-1.1e-05,-2.18267
-0.785257,-1.1e-05,-2.1827
-0.763206,-1.1e-05,-2.18274
-0.741087,-1.1e-05,-2.18276
-0.718913,-1.1e-05,-2.18279
-0.696693,-1.1e-05,-2.18282
-0.674441,-1.1e-05,-2.18285
-0.652166,-1.1e-05,-2.18287
-0.629878,-1.1e-05,-2.18289
-0.607588,-1.1e-05,-2.18292
-0.585304,-1.1e-05,-2.18294
-0.563037,-1.1e-05,-2.18296
-0.540793,-1.1e-05,-2.18297
-0.518583,-1e-05,-2.18299
-0.496413,-1e-05,-2.18301
-0.474292,-1e-05,-2.18302
-0.452225,-1e-05,-2.18303
-0.430222,-9e-06,-2.18304
-0.408287,-9e-06,-2.18305
-0.386428,-9e-06,-2.18306
-0.36465,-8e-06,-2.18306
-0.342959,-8e-06,-2.18307
-0.321361,-7e-06,-2.18307
-0.29986,-7e-06,-2.18307
-0.278463,-6e-06,-2.18307
-0.257172,-6e-06,-2.18307
-0.235994,-5e-06,-2.18307
-0.214932,-5e-06,-2.18306
-0.19399,-4e-06,-2.18306
-0.173172,-4e-06,-2.18305
-0.152482,-3e-06,-2.18304
-0.131922,-3e-06,-2.18304
-0.111497,-2e-06,-2.18303
-0.091206,-2e-06,-2.18302
-0.071053,-1e-06,-2.18301
-0.051042,-1e-06,-2.18299
-0.031177,-0,-2.18298
-0.011459,0,-2.18297
0.008108,1e-06,-2.18295
0.027524,1e-06,-2.18294
0.046786,2e-06,-2.18292
0.065893,2e-06,-2.1829
0.084843,3e-06,-2.18288
0.103634,3e-06,-2.18286
0.122265,4e-06,-2.18284
0.140736,4e-06,-2.18282
0.159044,5e-06,-2.1828
0.177189,5e-06,-2.18278
0.19517,6e-06,-2.18276
0.212986,6e-06,-2.18273
0.230637,6e-06,-2.18271
0.248123,7e-06,-2.18269
0.265441,7e-06,-2.18266
0.282593,7e-06,-2.18264
0.299577,8e-06,-2.18261
0.316395,8e-06,-2.18259
0.333044,8e-06,-2.18256
0.349527,9e-06,-2.18254
0.365841,9e-06,-2.18251
0.381988,9e-06,-2.18248
0.397972,1e-05,-2.18246
0.413791,1e-05,-2.18243
0.429443,1e-05,-2.18241
0.444929,1e-05,-2.18238
0.460248,1e-05,-2.18235
0.475401,1e-05,-2.18233
0.490389,1.1e-05,-2.1823
0.505212,1.1e-05,-2.18227
0.51987,1.1e-05,-2.18225
0.534365,1.1e-05,-2.18222
0.548696,1.1e-05,-2.18219
0.562866,1.1e-05,-2.18217
0.576873,1.1e-05,-2.18214
0.59072,1.1e-05,-2.18212
0.604407,1.1e-05,-2.18209
0.617935,1.1e-05,-2.18206
0.631305,1.1e-05,-2.18204
0.644518,1.1e-05,-2.18201
0.657574,1.1e-05,-2.18199
0.670475,1.1e-05,-2.18196
0.683221,1.1e-05,-2.18194
0.695814,1.1e-05,-2.18191
0.708255,1.1e-05,-2.18189
0.720545,1.1e-05,-2.18187
0.732685,1.1e-05,-2.18184
0.744675,1.1e-05,-2.18182
0.756518,1.1e-05,-2.18179
0.768214,1.1e-05,-2.18177
0.779764,1e-05,-2.18175
0.79117,1e-05,-2.18173
0.802432,1e-05,-2.18171
0.813552,1e-05,-2.18168
0.824532,1e-05,-2.18166
0.835372,1e-05,-2.18164
0.846073,1e-05,-2.18162
0.856637,9e-06,-2.1816
0.867065,9e-06,-2.18158
0.877358,9e-06,-2.18156
0.887518,9e-06,-2.18154
0.897545,9e-06,-2.18152
0.907442,9e-06,-2.18151
0.917208,8e-06,-2.18149
0.926846,8e-06,-2.18147
0.936357,8e-06,-2.18145
0.945742,8e-06,-2.18144
0.955002,8e-06,-2.18142
0.964139,8e-06,-2.1814
0.973153,7e-06,-2.18139
0.982046,7e-06,-2.18137
0.99082,7e-06,-2.18136
0.999475,7e-06,-2.18134
1.00801,7e-06,-2.18133
1.01643,6e-06,-2.18132
1.02474,6e-06,-2.1813
1.03294,6e-06,-2.18129
1.04102,6e-06,-2.18128
1.04899,6e-06,-2.18127
1.05685,5e-06,-2.18125
1.0646,5e-06,-2.18124
1.07225,5e-06,-2.18123
1.07979,5e-06,-2.18122
1.08722,5e-06,-2.18121
1.09455,5e-06,-2.1812
1.10178,4e-06,-2.18119
1.10891,4e-06,-2.18118
1.11593,4e-06,-2.18117
1.12286,4e-06,-2.18116
1.12969,4e-06,-2.18115
1.13642,3e-06,-2.18115
1.14306,3e-06,-2.18114
1.14961,3e-06,-2.18113
1.15606,3e-06,-2.18113
1.16242,3e-06,-2.18112
1.16868,3e-06,-2.18111
1.17486,2e-06,-2.18111
1.18095,2e-06,-2.1811
1.18695,2e-06,-2.1811
1.19287,2e-06,-2.18109
1.1987,2e-06,-2.18108
1.20445,2e-06,-2.18108
1.21011,2e-06,-2.18107
1.21569,1e-06,-2.18107
1.22119,1e-06,-2.18107
1.22661,1e-06,-2.18106
1.23195,1e-06,-2.18106
1.23721,1e-06,-2.18106
1.2424,1e-06,-2.18105
1.24751,1e-06,-2.18105
1.25254,1e-06,-2.18105
1.2575,0,-2.18105
1.26239,0,-2.18105
1.2672,0,-2.18104
1.27195,0,-2.18104
1.27662,0,-2.18104
1.28123,-0,-2.18104
1.28576,-0,-2.18104
1.29023,-0,-2.18104
1.29463,-0,-2.18104
1.29897,-0,-2.18104
1.30324,-0,-2.18104
1.30745,-1e-06,-2.18104
1.3116,-1e-06,-2.18104
1.31568,-1e-06,-2.18104
1.3197,-1e-06,-2.18104
1.32366,-1e-06,-2.18104
1.32756,-1e-06,-2.18104
1.33141,-1e-06,-2.18104
1.33519,-1e-06,-2.18104
1.33892,-1e-06,-2.18104
1.34259,-1e-06,-2.18104
1.34621,-1e-06,-2.18105
1.34977,-1e-06,-2.18105
1.35327,-1e-06,-2.18105
1.35673,-1e-06,-2.18105
1.36013,-1e-06,-2.18105
1.36348,-1e-06,-2.18106
1.36677,-1e-06,-2.18106
1.37002,-1e-06,-2.18106
1.37322,-2e-06,-2.18106
1.37637,-2e-06,-2.18106
1.37947,-2e-06,-2.18107
1.38252,-2e-06,-2.18107
1.38553,-2e-06,-2.18107
1.38849,-2e-06,-2.18107
1.3914,-2e-06,-2.18108
1.39427,-2e-06,-2.18108
1.3971,-2e-06,-2.18108
1.39988,-2e-06,-2.18109
1.40262,-2e-06,-2.18109
1.40532,-2e-06,-2.18109
1.40797,-2e-06,-2.1811
1.41058,-2e-06,-2.1811
1.41316,-2e-06,-2.1811
1.41569,-2e-06,-2.18111
1.41818,-2e-06,-2.18111
1.42064,-2e-06,-2.18112
1.42305,-2e-06,-2.18112
1.42544,-2e-06,-2.18112
1.42778,-2e-06,-2.18113
1.43008,-2e-06,-2.18113
1.43235,-2e-06,-2.18113
1.43459,-2e-06,-2.18114
1.43678,-2e-06,-2.18114
1.43895,-2e-06,-2.18115
1.44108,-2e-06,-2.18115
1.44318,-2e-06,-2.18115
1.44524,-2e-06,-2.18116
1.44727,-2e-06,-2.18116
1.44927,-2e-06,-2.18117
1.45124,-2e-06,-2.18117
1.45318,-2e-06,-2.18117
1.45509,-2e-06,-2.18118
1.45696,-2e-06,-2.18118
1.45881,-2e-06,-2.18119
1.46063,-2e-06,-2.18119
1.46242,-2e-06,-2.1812
1.46418,-2e-06,-2.1812
1.46591,-2e-06,-2.1812
1.46762,-2e-06,-2.18121
1.4693,-2e-06,-2.18121
1.47095,-2e-06,-2.18121
1.47258,-2e-06,-2.18122
1.47418,-2e-06,-2.18122
1.47575,-2e-06,-2.18123
